Date,Open,High,Low,Close,Volume,Change
2016-07-18,24019,24107,24005,24055,4722976,0.001707337386524621
2016-07-19,24087,24087,23956,24024,3536734,-0.0012887133652047522
2016-07-20,24010,24010,23851,23980,3956238,-0.001831501831501825
2016-07-21,24073,24087,23947,24004,1655442,0.001000834028356934
2016-07-22,23898,24024,23837,23989,1647776,-0.0006248958506915869
2016-07-25,24049,24102,23947,24004,3069100,0.0006252865896869686
2016-07-26,23976,24225,23947,24216,2570391,0.008831861356440651
2016-07-27,24205,24268,24193,24201,3237968,-0.0006194251734390477
2016-07-28,24206,24254,24082,24148,3240044,-0.002189992149084774
2016-07-29,24139,24283,24092,24128,2875706,-0.0008282259400363978
2016-08-01,24206,24337,24206,24325,5174666,0.008164787798408568
2016-08-02,24254,24264,24122,24138,3033790,-0.007687564234326816
2016-08-03,23966,23986,23812,23830,3943050,-0.012759963542961272
2016-08-04,23966,23971,23817,23884,2867362,0.0022660511959715635
2016-08-05,23937,24154,23923,24143,4022891,0.010844079718639987
2016-08-08,24303,24370,24193,24325,7453140,0.00753841693244417
2016-08-09,24370,24548,24332,24513,8501106,0.0077286742034943234
2016-08-10,24472,24544,24428,24431,9068121,-0.0033451637906416476
2016-08-11,24428,24462,24351,24459,4800310,0.0011460848921451827
2016-08-12,24534,24693,24500,24546,3616432,0.0035569728934135014
2016-08-16,24625,24698,24529,24531,3254987,-0.0006110975311659494
2016-08-17,24495,24552,24405,24513,2999724,-0.00073376543964776
2016-08-18,24524,24698,24490,24690,3610366,0.007220658426141169
2016-08-19,24717,24755,24655,24748,3608250,0.0023491292021060595
2016-08-22,24708,24731,24587,24604,2882931,-0.00581865201228382
2016-08-23,24620,24731,24620,24733,1943488,0.005243049910583553
2016-08-24,24722,24741,24577,24619,3294168,-0.00460922653944118
2016-08-25,24606,24698,24524,24661,3417635,0.001705999431333538
2016-08-26,24577,24587,24443,24566,2481063,-0.003852236324560998
2016-08-29,24405,24592,24370,24571,2216712,0.0002035333387608862
2016-08-30,24645,24797,24635,24671,4383468,0.004069838427414485
2016-08-31,24669,24674,24524,24580,2568596,-0.003688541202221285
2016-09-01,24453,24515,24327,24517,4075206,-0.0025630593978844818
2016-09-02,24519,24562,24472,24566,3290692,0.0019986132071623253
2016-09-05,24703,24879,24684,24878,5315887,0.012700480338679432
2016-09-06,24859,24970,24859,24969,5580683,0.00365785030951038
2016-09-07,24970,25101,24917,24923,4875560,-0.001842284432696517
2016-09-08,24980,25033,24859,24918,5248319,-0.00020061790314163108
2016-09-09,24751,24769,24557,24623,5247399,-0.011838831366883351
2016-09-12,24221,24308,24000,24004,9056500,-0.025139097591682535
2016-09-13,24303,24303,24087,24090,8017513,0.003582736210631543
2016-09-19,24102,24351,24073,24340,2945201,0.010377750103777394
2016-09-20,24246,24390,24226,24378,3736461,0.001561216105176566
2016-09-21,24351,24539,24342,24541,2559911,0.0066863565509887035
2016-09-22,24712,24849,24698,24757,3789502,0.008801597326922206
2016-09-23,24822,24822,24698,24738,5156754,-0.0007674597083653367
2016-09-26,24731,24835,24616,24656,3192239,-0.0033147384590508366
2016-09-27,24567,24869,24448,24825,3405939,0.0068543153796236655
2016-09-28,24792,24817,24722,24753,1401641,-0.0029003021148036323
2016-09-29,24854,24995,24849,24928,4130893,0.00706985011917749
2016-09-30,24774,24802,24640,24656,3351934,-0.010911424903722766
2016-10-04,24797,24869,24751,24801,2378011,0.005880921479558765
2016-10-05,24625,24839,24562,24787,2446992,-0.0005644933672029895
2016-10-06,24970,25005,24849,24959,2375936,0.006939121313591867
2016-10-07,24932,24990,24869,24883,4017192,-0.0030449937898152646
2016-10-10,24807,24957,24698,24923,2147381,0.001607523208616346
2016-10-11,24869,24952,24552,24576,5030551,-0.013922882478032306
2016-10-12,24433,24606,24419,24556,6729697,-0.0008138020833333703
2016-10-13,24515,24548,24298,24340,5641997,-0.008796220882879902
2016-10-14,24395,24524,24390,24464,4056539,0.005094494658997473
2016-10-17,24490,24587,24293,24503,3918210,0.0015941792020928158
2016-10-18,24534,24688,24510,24671,3135750,0.006856303309798806
2016-10-19,24640,24830,24616,24699,2901970,0.001134935754529609
2016-10-20,24731,24826,24703,24723,2757686,0.0009716992590793616
2016-10-21,24703,24751,24592,24604,2238641,-0.004813331715406655
2016-10-24,24712,24817,24698,24792,2412542,0.007641033978214917
2016-10-25,24765,24802,24708,24753,2764074,-0.001573088092933217
2016-10-26,24645,24645,24342,24450,7481080,-0.012240940492061592
2016-10-27,24534,24606,24485,24561,6349254,0.0045398773006135595
2016-10-28,24539,24650,24519,24576,3102997,0.0006107243190422995
2016-10-31,24477,24587,24424,24526,3072318,-0.0020345052083333703
2016-11-01,24515,24548,24293,24536,4500530,0.0004077305716383428
2016-11-02,24351,24400,24211,24216,7330581,-0.013042060645581999
2016-11-03,24193,24317,24135,24297,8413905,0.0033448959365709463
2016-11-04,24231,24293,24174,24211,5532081,-0.0035395316294192236
2016-11-07,24485,24495,24361,24446,3737134,0.009706331832638027
